"","Country","Date_confirmation","confirmed","suspected","cumulative_confirmed","cumulative_suspected","confirmed_suspected","cumulative_confirmed_suspected","pop2022","daily_confirmed_per_1M","daily_suspected_per_1M","daily_confirmed_suspected_per_1M","cumulative_confirmed_per_1M","cumulative_suspected_per_1M","cumulative_confirmed_suspected_per_1M","daily_confirmed_07d","daily_suspected_07d","daily_confirmed_suspected_07d"
"593","Singapore",2022-07-25,1,0,9,0,1,9,5943546,0.17,0,0.17,1.51,0,1.51,1.14285714285714,0.285714285714286,1.42857142857143
"594","Singapore",2022-07-06,1,0,2,0,1,2,5943546,0.17,0,0.17,0.34,0,0.34,1.28571428571429,0,1.28571428571429
"595","Singapore",2022-07-08,1,0,4,0,1,4,5943546,0.17,0,0.17,0.67,0,0.67,1.28571428571429,0,1.28571428571429
"596","Singapore",2022-07-26,2,0,11,0,2,11,5943546,0.34,0,0.34,1.85,0,1.85,1.14285714285714,0,1.14285714285714
"597","Singapore",2022-06-20,1,0,1,0,1,1,5943546,0.17,0,0.17,0.17,0,0.17,1.14285714285714,0,1.14285714285714
"598","Singapore",2022-07-13,1,0,5,0,1,5,5943546,0.17,0,0.17,0.84,0,0.84,1.28571428571429,0,1.28571428571429
"599","Singapore",2022-07-07,1,0,3,0,1,3,5943546,0.17,0,0.17,0.5,0,0.5,1.28571428571429,0,1.28571428571429
"600","Slovakia",2022-07-07,1,0,1,0,1,1,5460193,0.18,0,0.18,0.18,0,0.18,1.14285714285714,0,1.14285714285714
"601","Slovakia",2022-07-21,2,0,3,0,2,3,5460193,0.37,0,0.37,0.55,0,0.55,1.14285714285714,0,1.14285714285714
"602","Slovenia",2022-06-13,1,0,7,0,1,7,2078034,0.48,0,0.48,3.37,0,3.37,2,0,2
"603","Slovenia",2022-06-21,1,0,8,0,1,8,2078034,0.48,0,0.48,3.85,0,3.85,2.28571428571429,0,2.28571428571429
"604","Slovenia",2022-07-05,1,0,13,0,1,13,2078034,0.48,0,0.48,6.26,0,6.26,2.28571428571429,0,2.28571428571429
"605","Slovenia",2022-07-18,7,0,26,0,7,26,2078034,3.37,0,3.37,12.51,0,12.51,2.14285714285714,0,2.14285714285714
"606","Slovenia",2022-07-04,3,0,12,0,3,12,2078034,1.44,0,1.44,5.77,0,5.77,2.85714285714286,0,2.85714285714286
"607","Slovenia",2022-07-13,1,0,19,0,1,19,2078034,0.48,0,0.48,9.14,0,9.14,2.85714285714286,0,2.85714285714286
"608","Slovenia",2022-07-20,1,0,27,0,1,27,2078034,0.48,0,0.48,12.99,0,12.99,2.85714285714286,0,2.85714285714286
"609","Slovenia",2022-07-25,6,0,33,0,6,33,2078034,2.89,0,2.89,15.88,0,15.88,2.28571428571429,0,2.28571428571429
"610","Slovenia",2022-05-25,1,0,2,0,1,2,2078034,0.48,0,0.48,0.96,0,0.96,2.42857142857143,0,2.42857142857143
"611","Slovenia",2022-06-23,1,0,9,0,1,9,2078034,0.48,0,0.48,4.33,0,4.33,2.42857142857143,0,2.42857142857143
"612","Slovenia",2022-06-06,3,0,6,0,3,6,2078034,1.44,0,1.44,2.89,0,2.89,2.42857142857143,0,2.42857142857143
"613","Slovenia",2022-07-08,4,0,18,0,4,18,2078034,1.92,0,1.92,8.66,0,8.66,1.71428571428571,0,1.71428571428571
"614","Slovenia",2022-05-24,1,0,1,0,1,1,2078034,0.48,0,0.48,0.48,0,0.48,1.57142857142857,0.428571428571429,2
"615","Slovenia",2022-07-07,1,0,14,0,1,14,2078034,0.48,0,0.48,6.74,0,6.74,1.57142857142857,0.428571428571429,2
"616","Slovenia",2022-06-02,1,0,3,0,1,3,2078034,0.48,0,0.48,1.44,0,1.44,1.28571428571429,0.428571428571429,1.71428571428571
"617","Somalia",2022-06-24,0,3,0,3,3,3,16841795,0,0.18,0.18,0,0.18,0.18,0.857142857142857,0.428571428571429,1.28571428571429
"618","South Africa",2022-06-22,1,0,1,0,1,1,60756135,0.02,0,0.02,0.02,0,0.02,0.857142857142857,0.428571428571429,1.28571428571429
"619","South Africa",2022-06-28,1,0,2,0,1,2,60756135,0.02,0,0.02,0.03,0,0.03,4,0.428571428571429,4.42857142857143
"620","South Africa",2022-07-11,1,0,3,0,1,3,60756135,0.02,0,0.02,0.05,0,0.05,6.57142857142857,0.428571428571429,7
"621","South Korea",2022-06-22,1,0,1,0,1,1,51329899,0.02,0,0.02,0.02,0,0.02,7.71428571428571,0,7.71428571428571
"622","Spain",2022-06-20,23,0,521,0,23,521,46719142,0.49,0,0.49,11.15,0,11.15,7.71428571428571,0,7.71428571428571
"623","Spain",2022-06-03,19,0,181,0,19,181,46719142,0.41,0,0.41,3.87,0,3.87,8.71428571428571,0,8.71428571428571
"624","Spain",2022-05-30,8,0,116,0,8,116,46719142,0.17,0,0.17,2.48,0,2.48,11.8571428571429,0,11.8571428571429
"625","Spain",2022-06-17,1,0,498,0,1,498,46719142,0.02,0,0.02,10.66,0,10.66,11.8571428571429,0,11.8571428571429
"626","Spain",2022-05-25,8,0,53,0,8,53,46719142,0.17,0,0.17,1.13,0,1.13,12.4285714285714,0,12.4285714285714
"627","Spain",2022-05-20,23,0,30,0,23,30,46719142,0.49,0,0.49,0.64,0,0.64,66.2857142857143,0,66.2857142857143
"628","Spain",2022-07-22,1,0,3126,0,1,3126,46719142,0.02,0,0.02,66.91,0,66.91,66.4285714285714,0,66.4285714285714
"629","Spain",2022-06-07,27,0,225,0,27,225,46719142,0.58,0,0.58,4.82,0,4.82,75.4285714285714,0,75.4285714285714
"630","Spain",2022-06-30,396,0,1196,0,396,1196,46719142,8.48,0,8.48,25.6,0,25.6,79.7142857142857,0,79.7142857142857
"631","Spain",2022-05-29,9,0,108,0,9,108,46719142,0.19,0,0.19,2.31,0,2.31,77.4285714285714,0,77.4285714285714
"632","Spain",2022-06-27,64,0,800,0,64,800,46719142,1.37,0,1.37,17.12,0,17.12,81,0,81
"633","Spain",2022-06-14,38,0,313,0,38,313,46719142,0.81,0,0.81,6.7,0,6.7,77.7142857142857,0,77.7142857142857
"634","Spain",2022-05-18,7,0,7,0,7,7,46719142,0.15,0,0.15,0.15,0,0.15,24,0,24
"635","Spain",2022-06-02,26,0,162,0,26,162,46719142,0.56,0,0.56,3.47,0,3.47,49,0,49
"636","Spain",2022-05-24,4,0,45,0,4,45,46719142,0.09,0,0.09,0.96,0,0.96,42.2857142857143,0,42.2857142857143
"637","Spain",2022-05-31,20,0,136,0,20,136,46719142,0.43,0,0.43,2.91,0,2.91,39.8571428571429,0,39.8571428571429
"638","Spain",2022-06-16,184,0,497,0,184,497,46719142,3.94,0,3.94,10.64,0,10.64,97.8571428571429,0,97.8571428571429
"639","Spain",2022-06-06,17,0,198,0,17,198,46719142,0.36,0,0.36,4.24,0,4.24,96.4285714285714,0,96.4285714285714
"640","Spain",2022-05-27,21,0,99,0,21,99,46719142,0.45,0,0.45,2.12,0,2.12,99.4285714285714,0,99.4285714285714
"641","Spain",2022-07-12,413,0,2447,0,413,2447,46719142,8.84,0,8.84,52.38,0,52.38,184,0,184
"642","Spain",2022-06-10,16,0,275,0,16,275,46719142,0.34,0,0.34,5.89,0,5.89,268.571428571429,0,268.571428571429
"643","Spain",2022-05-26,25,0,78,0,25,78,46719142,0.54,0,0.54,1.67,0,1.67,296.857142857143,0,296.857142857143
"644","Spain",2022-07-26,612,0,3738,0,612,3738,46719142,13.1,0,13.1,80.01,0,80.01,294,0,294
"645","Spain",2022-07-08,776,0,2034,0,776,2034,46719142,16.61,0,16.61,43.54,0,43.54,290.428571428571,0,290.428571428571
"646","Spain",2022-06-23,215,0,736,0,215,736,46719142,4.6,0,4.6,15.75,0,15.75,293,0,293
"647","Spain",2022-05-23,1,0,41,0,1,41,46719142,0.02,0,0.02,0.88,0,0.88,330.857142857143,0,330.857142857143
"648","Spain",2022-07-15,388,0,2835,0,388,2835,46719142,8.3,0,8.3,60.68,0,60.68,252.285714285714,0,252.285714285714
"649","Spain",2022-06-08,34,0,259,0,34,259,46719142,0.73,0,0.73,5.54,0,5.54,142.857142857143,0,142.857142857143
"650","Spain",2022-07-19,290,0,3125,0,290,3125,46719142,6.21,0,6.21,66.89,0,66.89,112.142857142857,0.142857142857143,112.285714285714
"651","Spain",2022-07-04,62,0,1258,0,62,1258,46719142,1.33,0,1.33,26.93,0,26.93,112.142857142857,0.142857142857143,112.285714285714
"652","Spain",2022-05-21,10,0,40,0,10,40,46719142,0.21,0,0.21,0.86,0,0.86,58.8571428571429,0.142857142857143,59
"653","Sudan",2022-05-26,0,1,0,1,1,1,45992020,0,0.02,0.02,0,0.02,0.02,54.1428571428571,0.142857142857143,54.2857142857143
"654","Sweden",2022-06-02,1,0,5,0,1,5,10218971,0.1,0,0.1,0.49,0,0.49,13.2857142857143,0.142857142857143,13.4285714285714
"655","Sweden",2022-07-13,15,0,58,0,15,58,10218971,1.47,0,1.47,5.68,0,5.68,6.57142857142857,0.142857142857143,6.71428571428571
"656","Sweden",2022-05-30,1,0,3,0,1,3,10218971,0.1,0,0.1,0.29,0,0.29,5.28571428571429,0.142857142857143,5.42857142857143
"657","Sweden",2022-06-15,4,0,10,0,4,10,10218971,0.39,0,0.39,0.98,0,0.98,5.71428571428571,0,5.71428571428571
"658","Sweden",2022-06-30,15,0,28,0,15,28,10218971,1.47,0,1.47,2.74,0,2.74,5.71428571428571,0,5.71428571428571
"659","Sweden",2022-06-10,1,0,6,0,1,6,10218971,0.1,0,0.1,0.59,0,0.59,5.71428571428571,0,5.71428571428571
"660","Sweden",2022-06-23,3,0,13,0,3,13,10218971,0.29,0,0.29,1.27,0,1.27,8.28571428571429,0,8.28571428571429
"661","Sweden",2022-05-31,1,0,4,0,1,4,10218971,0.1,0,0.1,0.39,0,0.39,7.85714285714286,0,7.85714285714286
"662","Sweden",2022-07-06,15,0,43,0,15,43,10218971,1.47,0,1.47,4.21,0,4.21,6.85714285714286,0,6.85714285714286
"663","Sweden",2022-07-21,19,0,77,0,19,77,10218971,1.86,0,1.86,7.54,0,7.54,6.85714285714286,0,6.85714285714286
"664","Sweden",2022-05-25,1,0,2,0,1,2,10218971,0.1,0,0.1,0.2,0,0.2,7.71428571428571,0,7.71428571428571
"665","Sweden",2022-07-28,8,0,85,0,8,85,10218971,0.78,0,0.78,8.32,0,8.32,9.42857142857143,0,9.42857142857143
"666","Sweden",2022-05-19,1,0,1,0,1,1,10218971,0.1,0,0.1,0.1,0,0.1,7.57142857142857,0,7.57142857142857
"667","Switzerland",2022-06-29,9,0,81,0,9,81,8773637,1.03,0,1.03,9.23,0,9.23,5.14285714285714,0,5.14285714285714
"668","Switzerland",2022-06-27,13,0,68,0,13,68,8773637,1.48,0,1.48,7.75,0,7.75,5.71428571428571,0,5.71428571428571
"669","Switzerland",2022-06-10,2,0,14,0,2,14,8773637,0.23,0,0.23,1.6,0,1.6,5.85714285714286,0,5.85714285714286
"670","Switzerland",2022-06-03,2,0,8,0,2,8,8773637,0.23,0,0.23,0.91,0,0.91,6,0,6
"671","Switzerland",2022-07-19,5,0,213,0,5,213,8773637,0.57,0,0.57,24.28,0,24.28,6.57142857142857,0,6.57142857142857
"672","Switzerland",2022-07-15,9,0,198,0,9,198,8773637,1.03,0,1.03,22.57,0,22.57,5.85714285714286,0,5.85714285714286
"673","Switzerland",2022-07-12,2,0,165,0,2,165,8773637,0.23,0,0.23,18.81,0,18.81,6,0,6
"674","Switzerland",2022-07-27,13,0,251,0,13,251,8773637,1.48,0,1.48,28.61,0,28.61,5.85714285714286,0,5.85714285714286
"675","Switzerland",2022-07-14,8,0,189,0,8,189,8773637,0.91,0,0.91,21.54,0,21.54,5.28571428571429,0,5.28571428571429
"676","Switzerland",2022-06-24,3,0,55,0,3,55,8773637,0.34,0,0.34,6.27,0,6.27,7.28571428571429,0,7.28571428571429
"677","Switzerland",2022-06-14,1,0,20,0,1,20,8773637,0.11,0,0.11,2.28,0,2.28,8.14285714285714,0,8.14285714285714
"678","Switzerland",2022-05-21,1,0,1,0,1,1,8773637,0.11,0,0.11,0.11,0,0.11,6.42857142857143,0,6.42857142857143
"679","Switzerland",2022-07-11,23,0,163,0,23,163,8773637,2.62,0,2.62,18.58,0,18.58,5.57142857142857,0,5.57142857142857
"680","Switzerland",2022-06-15,8,0,28,0,8,28,8773637,0.91,0,0.91,3.19,0,3.19,5.85714285714286,0,5.85714285714286
"681","Switzerland",2022-05-26,1,0,3,0,1,3,8773637,0.11,0,0.11,0.34,0,0.34,5.85714285714286,0,5.85714285714286
"682","Switzerland",2022-06-30,2,0,83,0,2,83,8773637,0.23,0,0.23,9.46,0,9.46,9.14285714285714,0,9.14285714285714
"683","Switzerland",2022-07-08,5,0,140,0,5,140,8773637,0.57,0,0.57,15.96,0,15.96,6.14285714285714,0,6.14285714285714
"684","Switzerland",2022-05-24,1,0,2,0,1,2,8773637,0.11,0,0.11,0.23,0,0.23,5.85714285714286,0,5.85714285714286
"685","Switzerland",2022-07-04,24,0,115,0,24,115,8773637,2.74,0,2.74,13.11,0,13.11,6.14285714285714,0,6.14285714285714
"686","Switzerland",2022-06-08,2,0,12,0,2,12,8773637,0.23,0,0.23,1.37,0,1.37,6.57142857142857,0,6.57142857142857
"687","Switzerland",2022-07-05,6,0,121,0,6,121,8773637,0.68,0,0.68,13.79,0,13.79,7,0,7
"688","Switzerland",2022-07-20,3,0,216,0,3,216,8773637,0.34,0,0.34,24.62,0,24.62,7.57142857142857,0,7.57142857142857
"689","Switzerland",2022-06-22,5,0,46,0,5,46,8773637,0.57,0,0.57,5.24,0,5.24,4.42857142857143,0,4.42857142857143
"690","Switzerland",2022-07-01,8,0,91,0,8,91,8773637,0.91,0,0.91,10.37,0,10.37,5,0,5
"691","Switzerland",2022-07-25,5,0,234,0,5,234,8773637,0.57,0,0.57,26.67,0,26.67,6.42857142857143,0,6.42857142857143
"692","Switzerland",2022-06-07,2,0,10,0,2,10,8773637,0.23,0,0.23,1.14,0,1.14,6.14285714285714,0,6.14285714285714
"693","Switzerland",2022-06-23,6,0,52,0,6,52,8773637,0.68,0,0.68,5.93,0,5.93,6,0,6
"694","Switzerland",2022-07-13,16,0,181,0,16,181,8773637,1.82,0,1.82,20.63,0,20.63,5.42857142857143,0,5.42857142857143
"695","Switzerland",2022-06-17,1,0,31,0,1,31,8773637,0.11,0,0.11,3.53,0,3.53,6.14285714285714,0,6.14285714285714
"696","Switzerland",2022-07-26,4,0,238,0,4,238,8773637,0.46,0,0.46,27.13,0,27.13,7.71428571428571,0,7.71428571428571
"697","Switzerland",2022-06-28,4,0,72,0,4,72,8773637,0.46,0,0.46,8.21,0,8.21,7.14285714285714,0,7.14285714285714
"698","Switzerland",2022-07-06,10,0,131,0,10,131,8773637,1.14,0,1.14,14.93,0,14.93,5,0,5
"699","Switzerland",2022-07-28,13,0,264,0,13,264,8773637,1.48,0,1.48,30.09,0,30.09,6.28571428571429,0,6.28571428571429
"700","Switzerland",2022-06-16,2,0,30,0,2,30,8773637,0.23,0,0.23,3.42,0,3.42,6,0,6
"701","Switzerland",2022-05-27,1,0,4,0,1,4,8773637,0.11,0,0.11,0.46,0,0.46,6,0,6
"702","Switzerland",2022-07-18,10,0,208,0,10,208,8773637,1.14,0,1.14,23.71,0,23.71,5.85714285714286,0,5.85714285714286
"703","Switzerland",2022-06-02,2,0,6,0,2,6,8773637,0.23,0,0.23,0.68,0,0.68,4.14285714285714,0,4.14285714285714
"704","Switzerland",2022-07-07,4,0,135,0,4,135,8773637,0.46,0,0.46,15.39,0,15.39,5.71428571428571,0,5.71428571428571
"705","Switzerland",2022-06-20,9,0,40,0,9,40,8773637,1.03,0,1.03,4.56,0,4.56,6.28571428571429,0,6.28571428571429
"706","Switzerland",2022-06-21,1,0,41,0,1,41,8773637,0.11,0,0.11,4.67,0,4.67,5,0,5
"707","Switzerland",2022-07-22,13,0,229,0,13,229,8773637,1.48,0,1.48,26.1,0,26.1,4.85714285714286,0,4.85714285714286
"708","Switzerland",2022-06-13,5,0,19,0,5,19,8773637,0.57,0,0.57,2.17,0,2.17,4.42857142857143,0,4.42857142857143
"709","Taiwan",2022-07-12,1,0,2,0,1,2,23888595,0.04,0,0.04,0.08,0,0.08,3.28571428571429,0,3.28571428571429
"710","Taiwan",2022-06-24,1,0,1,0,1,1,23888595,0.04,0,0.04,0.04,0,0.04,3.28571428571429,0,3.28571428571429
"711","Thailand",2022-07-21,1,0,1,0,1,1,70078203,0.01,0,0.01,0.01,0,0.01,1.42857142857143,0.857142857142857,2.28571428571429
"712","Thailand",2022-07-28,1,0,2,0,1,2,70078203,0.01,0,0.01,0.03,0,0.03,0.857142857142857,0.857142857142857,1.71428571428571
"713","Turkey",2022-06-30,1,0,1,0,1,1,85561976,0.01,0,0.01,0.01,0,0.01,1.14285714285714,0.857142857142857,2
"714","Uganda",2022-06-11,0,6,0,6,6,6,48432863,0,0.12,0.12,0,0.12,0.12,1.71428571428571,0.857142857142857,2.57142857142857
"715","United Arab Emirates",2022-05-24,1,0,1,0,1,1,10081785,0.1,0,0.1,0.1,0,0.1,2.14285714285714,0.857142857142857,3
"716","United Arab Emirates",2022-05-29,3,0,4,0,3,4,10081785,0.3,0,0.3,0.4,0,0.4,2.42857142857143,0.857142857142857,3.28571428571429
"717","United Arab Emirates",2022-06-07,5,0,13,0,5,13,10081785,0.5,0,0.5,1.29,0,1.29,19,0.857142857142857,19.8571428571429
"718","United Arab Emirates",2022-06-01,4,0,8,0,4,8,10081785,0.4,0,0.4,0.79,0,0.79,23,0,23
"719","United Arab Emirates",2022-07-24,3,0,16,0,3,16,10081785,0.3,0,0.3,1.59,0,1.59,51.5714285714286,0,51.5714285714286
"720","United Kingdom",2022-06-24,117,0,910,0,117,910,68497907,1.71,0,1.71,13.29,0,13.29,53.8571428571429,0,53.8571428571429
"721","United Kingdom",2022-05-26,28,0,106,0,28,106,68497907,0.41,0,0.41,1.55,0,1.55,60.2857142857143,0,60.2857142857143
"722","United Kingdom",2022-07-07,201,0,1552,0,201,1552,68497907,2.93,0,2.93,22.66,0,22.66,60.5714285714286,0,60.5714285714286
"723","United Kingdom",2022-06-03,19,0,226,0,19,226,68497907,0.28,0,0.28,3.3,0,3.3,60.7142857142857,0,60.7142857142857
"724","United Kingdom",2022-06-16,50,0,574,0,50,574,68497907,0.73,0,0.73,8.38,0,8.38,44.1428571428571,0,44.1428571428571
"725","United Kingdom",2022-06-01,6,0,196,0,6,196,68497907,0.09,0,0.09,2.86,0,2.86,42.1428571428571,0,42.1428571428571
"726","United Kingdom",2022-05-15,4,0,7,0,4,7,68497907,0.06,0,0.06,0.1,0,0.1,13.7142857142857,0,13.7142857142857
"727","United Kingdom",2022-05-13,1,0,3,0,1,3,68497907,0.01,0,0.01,0.04,0,0.04,12.5714285714286,0,12.5714285714286
"728","United Kingdom",2022-05-24,14,0,71,0,14,71,68497907,0.2,0,0.2,1.04,0,1.04,31.5714285714286,0,31.5714285714286
"729","United Kingdom",2022-05-18,2,0,9,0,2,9,68497907,0.03,0,0.03,0.13,0,0.13,32.2857142857143,0,32.2857142857143
"730","United Kingdom",2022-05-31,11,0,190,0,11,190,68497907,0.16,0,0.16,2.77,0,2.77,54.4285714285714,0,54.4285714285714
"731","United Kingdom",2022-07-11,183,0,1735,0,183,1735,68497907,2.67,0,2.67,25.33,0,25.33,60.7142857142857,0,60.7142857142857
"732","United Kingdom",2022-06-02,11,0,207,0,11,207,68497907,0.16,0,0.16,3.02,0,3.02,73.5714285714286,0,73.5714285714286
"733","United Kingdom",2022-06-30,159,0,1235,0,159,1235,68497907,2.32,0,2.32,18.03,0,18.03,73.4285714285714,0,73.4285714285714
"734","United Kingdom",2022-06-09,45,0,366,0,45,366,68497907,0.66,0,0.66,5.34,0,5.34,88.4285714285714,0,88.4285714285714
"735","United Kingdom",2022-06-12,104,0,470,0,104,470,68497907,1.52,0,1.52,6.86,0,6.86,70,0,70
"736","United Kingdom",2022-05-12,1,0,2,0,1,2,68497907,0.01,0,0.01,0.03,0,0.03,108.571428571429,0,108.571428571429
"737","United Kingdom",2022-07-04,116,0,1351,0,116,1351,68497907,1.69,0,1.69,19.72,0,19.72,109.571428571429,0,109.571428571429
"738","United Kingdom",2022-06-14,54,0,524,0,54,524,68497907,0.79,0,0.79,7.65,0,7.65,135.142857142857,0,135.142857142857
"739","United Kingdom",2022-07-19,281,0,2137,0,281,2137,68497907,4.1,0,4.1,31.2,0,31.2,121.285714285714,0,121.285714285714
"740","United Kingdom",2022-06-26,166,0,1076,0,166,1076,68497907,2.42,0,2.42,15.71,0,15.71,122.714285714286,0,122.714285714286
"741","United Kingdom",2022-07-25,224,0,2432,0,224,2432,68497907,3.27,0,3.27,35.5,0,35.5,117,0,117
"742","United Kingdom",2022-05-25,7,0,78,0,7,78,68497907,0.1,0,0.1,1.14,0,1.14,109.428571428571,0,109.428571428571
"743","United Kingdom",2022-05-20,11,0,20,0,11,20,68497907,0.16,0,0.16,0.29,0,0.29,74.5714285714286,0,74.5714285714286
"744","United Kingdom",2022-06-06,76,0,302,0,76,302,68497907,1.11,0,1.11,4.41,0,4.41,53.5714285714286,0,53.5714285714286
"745","United Kingdom",2022-05-06,1,0,1,0,1,1,68497907,0.01,0,0.01,0.01,0,0.01,38.8571428571429,0,38.8571428571429
"746","United Kingdom",2022-05-23,37,0,57,0,37,57,68497907,0.54,0,0.54,0.83,0,0.83,69.1428571428571,0,69.1428571428571
"747","United Kingdom",2022-06-07,19,0,321,0,19,321,68497907,0.28,0,0.28,4.69,0,4.69,78,0,78
"748","United Kingdom",2022-07-15,121,0,1856,0,121,1856,68497907,1.77,0,1.77,27.1,0,27.1,77.2857142857143,0,77.2857142857143
"749","United Kingdom",2022-06-20,219,0,793,0,219,793,68497907,3.2,0,3.2,11.58,0,11.58,77.8571428571429,0,77.8571428571429
"750","United Kingdom",2022-05-30,73,0,179,0,73,179,68497907,1.07,0,1.07,2.61,0,2.61,73.1428571428571,0,73.1428571428571
"751","United Kingdom",2022-07-21,71,0,2208,0,71,2208,68497907,1.04,0,1.04,32.23,0,32.23,70.5714285714286,0,70.5714285714286
"752","United States",2022-05-26,5,0,11,0,5,11,334805269,0.01,0,0.01,0.03,0,0.03,54,0,54
"753","United States",2022-05-31,4,0,21,0,4,21,334805269,0.01,0,0.01,0.06,0,0.06,23,0,23
"754","United States",2022-06-01,1,0,22,0,1,22,334805269,0,0,0,0.07,0,0.07,15.5714285714286,0,15.5714285714286
"755","United States",2022-06-03,5,0,31,0,5,31,334805269,0.01,0,0.01,0.09,0,0.09,23,0,23
"756","United States",2022-06-12,2,0,57,0,2,57,334805269,0.01,0,0.01,0.17,0,0.17,41.4285714285714,0,41.4285714285714
"757","United States",2022-06-22,21,0,196,0,21,196,334805269,0.06,0,0.06,0.59,0,0.59,47.1428571428571,0,47.1428571428571
"758","United States",2022-07-13,123,0,1245,0,123,1245,334805269,0.37,0,0.37,3.72,0,3.72,47.1428571428571,0,47.1428571428571
"759","United States",2022-07-07,134,0,883,0,134,883,334805269,0.4,0,0.4,2.64,0,2.64,129.571428571429,0,129.571428571429
"760","United States",2022-06-28,44,0,359,0,44,359,334805269,0.13,0,0.13,1.07,0,1.07,132,0,132
"761","United States",2022-05-18,1,0,1,0,1,1,334805269,0,0,0,0,0,0,129.142857142857,0,129.142857142857
"762","United States",2022-07-25,582,0,3457,0,582,3457,334805269,1.74,0,1.74,10.33,0,10.33,112.428571428571,0,112.428571428571
"763","United States",2022-06-24,19,0,237,0,19,237,334805269,0.06,0,0.06,0.71,0,0.71,93.5714285714286,0,93.5714285714286
"764","United States",2022-05-19,1,0,2,0,1,2,334805269,0,0,0,0.01,0,0.01,94.4285714285714,0,94.4285714285714
"765","United States",2022-06-25,6,0,243,0,6,243,334805269,0.02,0,0.02,0.73,0,0.73,107.714285714286,0,107.714285714286
"766","United States",2022-06-06,2,0,34,0,2,34,334805269,0.01,0,0.01,0.1,0,0.1,24.8571428571429,0,24.8571428571429
"767","United States",2022-06-29,50,0,409,0,50,409,334805269,0.15,0,0.15,1.22,0,1.22,23,0,23
"768","United States",2022-07-11,94,0,1058,0,94,1058,334805269,0.28,0,0.28,3.16,0,3.16,28.5714285714286,0,28.5714285714286
"769","United States",2022-06-11,2,0,55,0,2,55,334805269,0.01,0,0.01,0.16,0,0.16,29.5714285714286,0,29.5714285714286
"770","United States",2022-06-07,6,0,40,0,6,40,334805269,0.02,0,0.02,0.12,0,0.12,56.7142857142857,0,56.7142857142857
"771","United States",2022-07-06,40,0,749,0,40,749,334805269,0.12,0,0.12,2.24,0,2.24,50.1428571428571,0,50.1428571428571
"772","United States",2022-06-15,13,0,96,0,13,96,334805269,0.04,0,0.04,0.29,0,0.29,62.4285714285714,0,62.4285714285714
"773","United States",2022-07-26,192,0,3649,0,192,3649,334805269,0.57,0,0.57,10.9,0,10.9,62.4285714285714,0,62.4285714285714
"774","United States",2022-07-02,4,0,547,0,4,547,334805269,0.01,0,0.01,1.63,0,1.63,82.4285714285714,0,82.4285714285714
"775","United States",2022-07-21,180,0,2503,0,180,2503,334805269,0.54,0,0.54,7.48,0,7.48,77.8571428571429,0,77.8571428571429
"776","United States",2022-05-24,2,0,4,0,2,4,334805269,0.01,0,0.01,0.01,0,0.01,76.4285714285714,0,76.4285714285714
"777","United States",2022-07-05,146,0,709,0,146,709,334805269,0.44,0,0.44,2.12,0,2.12,52.1428571428571,0,52.1428571428571
"778","United States",2022-06-14,8,0,83,0,8,83,334805269,0.02,0,0.02,0.25,0,0.25,53,0,53
"779","United States",2022-06-10,3,0,53,0,3,53,334805269,0.01,0,0.01,0.16,0,0.16,57.1428571428571,0,57.1428571428571
"780","United States",2022-06-23,22,0,218,0,22,218,334805269,0.07,0,0.07,0.65,0,0.65,67.2857142857143,0,67.2857142857143
"781","United States",2022-07-04,10,0,563,0,10,563,334805269,0.03,0,0.03,1.68,0,1.68,55.4285714285714,0,55.4285714285714
"782","United States",2022-07-20,209,0,2323,0,209,2323,334805269,0.62,0,0.62,6.94,0,6.94,54.8571428571429,0,54.8571428571429
"783","United States",2022-07-01,73,0,543,0,73,543,334805269,0.22,0,0.22,1.62,0,1.62,87,0,87
"784","United States",2022-06-27,63,0,315,0,63,315,334805269,0.19,0,0.19,0.94,0,0.94,84,0,84
"785","United States",2022-06-02,4,0,26,0,4,26,334805269,0.01,0,0.01,0.08,0,0.08,82.7142857142857,0,82.7142857142857
"786","United States",2022-07-18,228,0,1995,0,228,1995,334805269,0.68,0,0.68,5.96,0,5.96,106,0,106
"787","United States",2022-06-19,1,0,133,0,1,133,334805269,0,0,0,0.4,0,0.4,96.8571428571429,0,96.8571428571429
"788","United States",2022-05-28,1,0,16,0,1,16,334805269,0,0,0,0.05,0,0.05,88.4285714285714,0,88.4285714285714
"789","United States",2022-07-22,372,0,2875,0,372,2875,334805269,1.11,0,1.11,8.59,0,8.59,88,0,88
"790","United States",2022-06-26,9,0,252,0,9,252,334805269,0.03,0,0.03,0.75,0,0.75,56,0,56
"791","United States",2022-07-10,4,0,964,0,4,964,334805269,0.01,0,0.01,2.88,0,2.88,65.4285714285714,0,65.4285714285714
"792","United States",2022-05-29,1,0,17,0,1,17,334805269,0,0,0,0.05,0,0.05,66,0,66
"793","United States",2022-06-18,4,0,132,0,4,132,334805269,0.01,0,0.01,0.39,0,0.39,15.4285714285714,0,15.4285714285714
"794","United States",2022-07-08,67,0,950,0,67,950,334805269,0.2,0,0.2,2.84,0,2.84,15.5714285714286,0,15.5714285714286
"795","United States",2022-06-09,5,0,50,0,5,50,334805269,0.01,0,0.01,0.15,0,0.15,40.8571428571429,0,40.8571428571429
"796","United States",2022-06-13,18,0,75,0,18,75,334805269,0.05,0,0.05,0.22,0,0.22,89.4285714285714,0,89.4285714285714
